id,churn probability
ed18c9981ce183ef347246cdcc55f743,0.10759439971729437
9c341e73685fcff6e3527ebd51da3fe5,0.1604844243551483
97dd64b33716aadc4e22c4ab85d1c7a4,0.09311481744785242
cf81de72ff7997ed10729751059cf7a3,0.07125085332300882
c7c8ee9daf2a864d159d45a2373ada72,0.059820118576152236
e71dcb748e269fee09b9f42f4c52fcc4,0.018365926503458457
09bf08782759c0f550bdfcdcbcc5204f,0.10013276924346463
b4f626597ef9df75224af10e47842e54,0.03665063955877983
0218b6cd2582012e85e3fa88512edd74,0.04669293322420278
79329743a03ded9151164cded8efdaa4,0.02361431830327918
,0.13148782711024315
,0.04799711943610785
cccb7bdfc1224b46abf64e258b921206,0.05048514179797478
,0.09011616494748266
b023220d7c0701e554fd0b7986c3d4c8,0.05709257240678212
16784cc4e058995da0ca097f0d99ffa5,0.0326273307091112
c7169cfe3a73973c3425385017e25306,0.20821246076562444
652de8c26a43a7151fc07d93135d029d,0.07579309146481537
62304d5cfebe2542a191c9ce66eb19c3,0.02990250307150275
90b54392048559df071e50d5784d8715,0.1484968834958049
091433c74b21a6ea0b00d3ca99023282,0.13174280926104015
f4e1b1e420d62b4691f3277088be334c,0.06717287970619133
de638285ae27e2241d55a5a916597336,0.021467532623596484
7eff73c7efbb030168787da85c7aadb9,0.03871762872518085
912c44b7e55f700c1f957a1d8b4a8e26,0.13982682241744898
1f94034abcf325c238a4d55f92342373,0.2821741844080184
ddca900ce6b10530a00c0f1a87981ad4,0.09844108718782206
ed9fa429716622ac60a34e788653150b,0.016335368768157346
,0.08759124784502394
,0.06543717051032115
871babc38a0e4f44f0e3fb6628004bcf,0.6814980163548989
,0.01455596313105889
,0.011065530505585544
,0.06688392437804036
2e0018909a7683125614f5f9ed1abcfa,0.3570769813150981
a462040897df409e0141b817a0868771,0.16591270587098592
bda065924fbe146b4898fff69e7ca771,0.005563430768896411
745c0e2b642f3e4a345791ac16a7d421,0.08930768122076402
,0.576003344429175
,0.03440361167024855
0f644e4211eb1cb8b36a47900b624704,0.1494326630208161
8e07c70bb28acf8b3a40605d9479da0e,0.15815099445397202
6a1737cef96eb687d15748c8d12d8228,0.0852365770747823
3bfb67eae813b951acd5382712eed94f,0.08755655443819138
0779eceee31f51f76212b817bf8ee9c9,0.05932917954048112
10f316a40425444387cc9e57b8a17465,0.13520434641789647
,0.07561791313117244
c40a22754726c1194fa9e599573a9cf3,0.21902887261873352
,0.13600890754599188
b8c456338a8aa731ab40f8096d6d5e11,0.32458733411532975
16047940a59820ada66ac01cda56c88b,0.05309968215807126
1f80cabe5cd5ed09e8b607ec321c45cf,0.03486988546677737
3fb32885e55be798fb63376df3b2c27d,0.4018944614274308
,0.046783763826079114
47b4aa4a9ba85fd5318144acc28beca8,0.06097620564875489
243015d55e46a2463315051946202d47,0.14079557158440761
bb9c39bc85b892965eaf0ccf0a1fbffa,0.055162134853142065
90821fb601a6f810dc98abcdd2ee9671,0.00823511593295818
37b4cf0ecf641d90af1efd7e3a6e498b,0.09749191123657446
9575b00f20c83f498786239c32b2bc5e,0.07377408120807726
1a83cc786dc7466758d21965802b47eb,0.055064644896081066
319b9fefb05f6ac6c51e705f1d1197e2,0.03365785272743064
,0.08667857479038986
d9557ecf2d511668cc227fc82c7caef4,0.059138251729889575
86cd553dc1ef888daa643860b857e2e7,0.3397524571503756
85fe0856048605466707944799d3b159,0.6594851098968404
c983b7002cf0502659292ed6df41819d,0.05019767683999046
234862b7fa8a97ba923f83c1564b78f9,0.09835059197640457
fe32f256adf8d4b6c65febafcde0979b,0.03807013632108846
d527c01f2376c6ef8081ed03befc9ed0,0.12885011679444103
9e7a654ebf27be1e6c136e556287a3b5,0.03854643396220033
7b1b94443b1ed0b74f42ea42d5f6f5ff,0.053974702680834305
663cc35683e5a0c02d82b8d828f1fed4,0.05672310024947759
f09e02ac1dcc74ec4fc9c1214ae17f0a,0.08375784248466002
5c694f41b00dca0c99cf47eb43d065be,0.05259604683375284
8e5917a01943850be76ca3019ee269e3,0.13441252727275396
713101d2edcf7474f44985b04d079801,0.027015115202178225
,0.06655288496652535
ae5e1f0e30affb642c014655a07f5a34,0.036580294829185775
7be4aeddff726c81ac8e38d91d9a66e3,0.2000654841240664
0703f039963fe9619a166d62b97c561c,0.014787724860726607
5908ccd0c7d908f3eea1b2b65c192f7b,0.12771345402088066
9159fb6c2e275a6580637b30a9a29557,0.0116772170539206
af241994f22daf97617075e36e60f086,0.021244648951451943
e08bde4cd27aac91ac09ceaa38ef32c3,0.04814247626426695
1889f68c18bff8850a4353f8d6e9e16b,0.07150083181806942
ce6a0fedd37144e5003a72fa718bfb1e,0.005872782294879653
0f023ae1b6daebb8500a6abffe385a2c,0.026880548525674973
fe05ed5e0a87aacaf7211f5ae5ca2df4,0.02575370284449495
